-0,165565184104817
0,229864460920273
-0,12358749313188
0,855469088167391
1,05258810478725
0,00547560450842408
0,362155289606565
-0,00936765287510255
0,368979570231068
0,0840992820503852
0,0388113612010978
0,110522146307331
0,137903279407036
-1,07249204876995
-0,585327567303229
-0,367355898207497
0,522750471390115
-0,61552628955303
0,0201059310278655
-0,711926101597653
0,253741654117287
0,661469111233252
-0,479808503928131
-0,090511809440903
-0,166632468045624
0,930915270566325
0,166787412527432
0,847688054181767
-0,24551823981888
-0,632818710333395
-0,422124573823716
-0,941485408072202
0,0171868907249219
-0,453896968009372
0,863711820415844
0,224495961295998
0,525957402500145
-1,17998424019265
0,753406465064687
-0,570002056554669
0,776556013927518
0,693730925541249
-0,32921351077552
-1,20637925401035
0,906634586192521
0,186857660245279
0,666607639555949
0,23201968261362
-0,81274139220778
1,24200787518851
0,574726499780936
-1,10458671600439
-1,07024263971945
0,382092301999194
-0,434472233911029
-0,00901030505005328
-0,658957080974024
-0,401078918292395
0,239733561042711
0,992723710239685
0,464957605997277
0,459100038530761
-0,980573969807848
0,418533882802819
0,236708315788627
-0,428940204080624
0,14464177127375
-0,134662250779455
-0,296079540808985
0,226401932827985
-0,406986438041314
0,0763796799559307
-0,000422886142027707
0,0408192194685782
-0,649993336787196
0,16770904825726
0,643087102976577
-0,3877137174135
0,130019058916539
0,333496687565742
-0,636122171205005
0,665236163651653
1,09520379851128
0,28011681567379
-0,448044568815766
-1,28857915111995
-0,764807189529871
-0,678501531791699
-0,993125427847914
-0,711176815636122
-0,756953206715715
0,502007803911882
0,049477462242591
0,564058255287637
-0,490554611607254
-0,336127134200944
0,648819461361256
0,475331417309679
-0,133086055782508
0,179750973550191
0,870371103561006
-0,295571262147621
-0,232966499770227
0,00619733656519273
-0,318975217980335
-0,570474183116875
0,278009221096839
-0,043140941664778
-0,55808656216065
0,164135479314375
0,988964186447283
-0,658555726628737
0,01348134131608
0,473484148993133
0,66219567652921
0,770346904632587
0,581939846214106
0,0087314966781954
-0,383543917194524
0,225517917751776
-0,847208723699224
0,349970078496262
-0,299867779349341
-1,21307184712483
0,0150403391155027
0,696447309438986
-0,79854739544519
0,0577073117611882
-0,583018563936661
0,973679269339737
1,16537370262718
0,674410927224081
0,311007300392814
-1,05399326779274
0,654663482515533
0,296072875104394
-0,0372395160443277
-0,0729859466947613
-1,04114906753284
-1,73346278651315
-0,100559529654455
0,0252837570094969
0,293154476210311
0,23778415021099
-0,410255019280139
-0,801545241551055
-0,87075033688957
-0,0085166336467694
1,17451709533746
0,253262118053121
-0,0220337427182691
-0,619793183836103
-0,242511655814552
0,932301583996912
-0,412477561719771
-0,342040642805328
-0,800249931329428
-0,293604532798353
-1,77852600387567
0,722611649098528
-0,862472088408599
0,737136746061976
0,0161012179470001
-0,368915679930494
-0,0949785020990747
-1,13985946841516
-0,654633913776703
0,358020219258047
-0,607434127668394
-0,440665152489863
-0,401722194454538
-0,415540923245391
-0,0236740682024265
-0,683647104508055
-0,700004024587002
0,435095005480479
0,666108158137655
0,494391392968683
0,528868972384525
-0,433945122222432
-0,21423424312793
0,27760530874646
0,574660090536091
-0,0750624189010309
-0,352684477626166
0,520253155393559
-0,10205798099445
0,94129858694961
0,562448465602718
-0,424568218325344
0,192093627380587
-0,562208317133643
-0,294625371117276
-0,492009316804021
1,18250076029196
0,00798225317864136
-0,867681543660954
-0,328323800542675
-0,713235355209515
-0,654202752183935
0,829126130793101
0,305321166802861
-0,0772062444268043
0,0364399334177816
-0,747273203467654
-0,537638636897943
0,577803566310175
-0,237698767903629
0,225517536236279
0,453635720041834
0,0430886850489573
-0,685356461027662
0,357914912513722
0,68018615441225
-0,37243815457924
0,279896785155863
-0,528923623157717
0,883459482331038
0,63868903796397
0,599774729049325
0,402377856698868
-0,266176564659613
0,20367024620078
0,358095371058436
0,385500544431719
-0,857582964525713
-1,02625236430059
-0,953255546881117
-0,601419551077676
0,621758254866005
-0,0669301959893698
-0,0398203251040344
0,890126418186893
-0,144445401511835
0,460266267532877
0,489328037378741
-0,854187595914108
-1,05144019054949
-0,536860559489514
-0,179287680732785
0,627891693857192
-1,03366474796341
-0,52446050855885
-0,552194948105906
0,468596850332453
-0,184534778967093
-0,552442542639938
0,233155439333124
1,13975758096477
-0,165237130392276
-0,649288106866419
-0,344329263077016
-0,224581541496079
-0,0934484325641849
0,176834545720076
-0,0195782450987227
0,676430050599589
0,319914150091826
1,05864390047633
0,644069199469141
